From	To
Q15029	ENSP00000465058
Q15047	ENSP00000271640
Q15047	ENSP00000357958
Q15047	ENSP00000357965
Q15078	ENSP00000318486
Q15131	ENSP00000338673
Q15131	ENSP00000424415
Q15131	ENSP00000484357
Q15393	ENSP00000305790
Q15750	ENSP00000216160
Q15750	ENSP00000333049
Q15831	ENSP00000324856
Q15831	ENSP00000498804
Q16543	ENSP00000222005
Q2WGJ6	ENSP00000321475
Q3MSN4	ENSP00000420856
Q3MSN4	ENSP00000425313
Q3MSN4	ENSP00000424747
Q3MSN4	ENSP00000426478
Q3SYB3	ENSP00000484875
Q03933	ENSP00000357440
Q03933	ENSP00000400380
Q53HC9	ENSP00000371559
Q573B4	ENSP00000362665
Q5H9I0	ENSP00000385461
P22681	ENSP00000264033
Q5T7U4	ENSP00000389498
Q5T853	ENSP00000391275
Q5TA56	ENSP00000317425
Q5TA56	ENSP00000380928
Q6AI12	ENSP00000285243
Q6NSI4	ENSP00000361623
Q6NSI4	ENSP00000361628
Q6NSI4	ENSP00000432238
Q6VAB6	ENSP00000339952
Q6VVB1	ENSP00000345464
Q70CQ1	ENSP00000362097
Q70CQ1	ENSP00000377797
Q7L5D6	ENSP00000265857
Q7L5D6	ENSP00000385646
Q7L5Y6	ENSP00000268148
Q7L5Y6	ENSP00000408994
Q7L5Y6	ENSP00000456340
Q7Z3Z4	ENSP00000299001
Q7Z3Z4	ENSP00000413838
Q7Z3Z4	ENSP00000444575
Q7Z6J8	ENSP00000358762
Q86UP8	ENSP00000406723
Q86UP8	ENSP00000481017
Q8IWB1	ENSP00000278071
Q8IWB1	ENSP00000337178
Q8IWB1	ENSP00000350915
Q8IWB1	ENSP00000497746
Q8IWD4	ENSP00000249064
Q8IWD4	ENSP00000387827
Q8IWD4	ENSP00000389478
Q8IZD4	ENSP00000280665
Q8IZD4	ENSP00000494635
Q8N1E6	ENSP00000344855
Q8N6T7	ENSP00000305310
Q8N6T7	ENSP00000337332
Q7L3B6	ENSP00000371278
Q8N9S9	ENSP00000312368
Q8N9S9	ENSP00000405024
Q8NHY5	ENSP00000370293
Q8IWX7	ENSP00000268876
Q8IWX7	ENSP00000378071
Q8IWX7	ENSP00000468335
Q8NI51	ENSP00000243914
Q8NI51	ENSP00000360239
Q8NI51	ENSP00000413713
Q8NI51	ENSP00000399061
Q8NI51	ENSP00000415579
Q8NI51	ENSP00000415329
Q8NI51	ENSP00000409344
Q8NI51	ENSP00000392034
Q8NI51	ENSP00000437999
Q8NI51	ENSP00000439998
Q8NI51	ENSP00000476783
Q8NI51	ENSP00000477488
Q8NI51	ENSP00000476718
Q8NI51	ENSP00000476398
Q8IVD9	ENSP00000347626
O95801	ENSP00000360329
Q8TC59	ENSP00000349208
Q8TC59	ENSP00000406956
Q8TC59	ENSP00000428267
Q8TC59	ENSP00000478103
Q8TCJ0	ENSP00000276326
Q8TCJ0	ENSP00000342077
Q8TCJ0	ENSP00000341345
Q8TCJ0	ENSP00000372274
Q8WVL7	ENSP00000303518
Q8WVL7	ENSP00000440396
Q8WW22	ENSP00000339581
Q8WW22	ENSP00000378321
Q8WW22	ENSP00000378324
Q8WW22	ENSP00000413499
Q8WXU2	ENSP00000323275
Q8WXU2	ENSP00000299561
Q8WXU2	ENSP00000403412
Q8WXU2	ENSP00000402640
Q92598	ENSP00000318687
Q92598	ENSP00000369768
Q92598	ENSP00000487365
Q92620	ENSP00000268482
Q92925	ENSP00000318451
Q92925	ENSP00000392617
Q92993	ENSP00000340330
Q92993	ENSP00000344955
Q92993	ENSP00000366245
Q92993	ENSP00000434765
Q96BQ3	ENSP00000272395
Q96C36	ENSP00000342502
P62495	ENSP00000353741
P62495	ENSP00000421288
Q96FT7	ENSP00000326627
Q96FT7	ENSP00000350786
Q96II5	ENSP00000290277
Q96J94	ENSP00000245255
Q96J94	ENSP00000481042
Q96J94	ENSP00000487688
Q99933	ENSP00000369026
Q99933	ENSP00000493185
Q99933	ENSP00000500136
Q9BTE6	ENSP00000353355
Q9BTE6	ENSP00000386621
Q9BTE6	ENSP00000409924
Q9BTE6	ENSP00000400870
Q9H0A0	ENSP00000257829
Q9H0A0	ENSP00000433011
Q9H6T3	ENSP00000005386
Q9H6T3	ENSP00000370024
Q9H6T3	ENSP00000401823
Q99471	ENSP00000243040
Q99471	ENSP00000334188
Q99471	ENSP00000266964
Q99471	ENSP00000447942
Q9HAV0	ENSP00000232564
Q9HAV0	ENSP00000419693
Q9HCU5	ENSP00000260643
Q9HB71	ENSP00000356652
Q9HB71	ENSP00000385771
Q9HB71	ENSP00000384139
Q9HB71	ENSP00000479414
Q9NUG6	ENSP00000202017
Q9NYS7	ENSP00000319474
Q9NYS7	ENSP00000409131
Q9NYS7	ENSP00000444431
Q8WVJ2	ENSP00000304854
Q9UBK9	ENSP00000327797
Q9UBK9	ENSP00000337393
Q9UBN7	ENSP00000334061
Q9UBN7	ENSP00000365804
Q9UBN7	ENSP00000496046
Q9UBN7	ENSP00000496013
Q9UHV9	ENSP00000356989
Q12894	ENSP00000402849
Q9UKT8	ENSP00000476369
Q9UIM3	ENSP00000364298
Q9UIM3	ENSP00000397530
Q9UIM3	ENSP00000398812
Q9UIM3	ENSP00000412439
Q99614	ENSP00000231238
Q99614	ENSP00000429225
Q9UNE7	ENSP00000219548
Q9UNE7	ENSP00000456875
Q9UNE7	ENSP00000457228
Q96RS6	ENSP00000239690
Q96RS6	ENSP00000410707
Q9Y266	ENSP00000319664
A2RRH5	ENSP00000397869
A2RRH5	ENSP00000416289
A4D1P6	ENSP00000346466
A6NCF5	ENSP00000341549
O00423	ENSP00000262233
O00423	ENSP00000334314
O00628	ENSP00000315680
O00628	ENSP00000441004
O60938	ENSP00000266719
O75037	ENSP00000328494
O75037	ENSP00000353724
O75037	ENSP00000411831
O75037	ENSP00000433808
O95199	ENSP00000345144
O95199	ENSP00000443904
P20594	ENSP00000341083
P21810	ENSP00000327336
P22607	ENSP00000339824
P22607	ENSP00000231803
P22607	ENSP00000412903
P22607	ENSP00000414914
P35590	ENSP00000361554
P35590	ENSP00000440063
P42679	ENSP00000308734
P42679	ENSP00000378481
P42679	ENSP00000378485
P42679	ENSP00000483213
P53671	ENSP00000332687
P53671	ENSP00000330470
P53671	ENSP00000339916
Q04725	ENSP00000262953
Q04725	ENSP00000392869
Q04725	ENSP00000392427
Q04725	ENSP00000413107
Q04725	ENSP00000468279
Q09019	ENSP00000270223
Q12770	ENSP00000265565
Q12770	ENSP00000497087
Q12788	ENSP00000454836
Q13164	ENSP00000299612
Q13164	ENSP00000311005
Q13164	ENSP00000378966
Q13164	ENSP00000378968
Q13470	ENSP00000458834
Q13470	ENSP00000459799
Q13470	ENSP00000491712
Q13470	ENSP00000491136
Q13546	ENSP00000259808
Q13546	ENSP00000369773
Q14004	ENSP00000181839
Q14004	ENSP00000340557
Q14137	ENSP00000455106
Q14137	ENSP00000495401
Q149M9	ENSP00000369136
Q149M9	ENSP00000400248
Q149M9	ENSP00000428579
Q149M9	ENSP00000447224
Q53GT1	ENSP00000331682
Q53HC5	ENSP00000300976
Q562E7	ENSP00000312074
Q562E7	ENSP00000386609
Q562E7	ENSP00000407845
Q562E7	ENSP00000391074
Q562E7	ENSP00000480442
Q562E7	ENSP00000480101
Q562E7	ENSP00000477991
Q6JEL2	ENSP00000293303
Q6PF15	ENSP00000438526
Q6PID8	ENSP00000334140
Q6ZMY6	ENSP00000348129
Q6ZMY6	ENSP00000355148
Q86UN3	ENSP00000335397
Q86UN3	ENSP00000378552
Q86W42	ENSP00000253952
Q86W42	ENSP00000326531
Q86W42	ENSP00000458295
Q86W42	ENSP00000460015
Q8IWZ6	ENSP00000264499
Q8IWZ6	ENSP00000423626
Q8IYD2	ENSP00000356123
Q8IYD2	ENSP00000356124
Q8IYD2	ENSP00000442229
Q8N1V2	ENSP00000339449
Q8N1V2	ENSP00000379521
Q8N239	ENSP00000368813
Q8N5D0	ENSP00000317971
Q8N5D0	ENSP00000355317
Q8N5D0	ENSP00000434578
Q8N7A1	ENSP00000352282
Q8NA23	ENSP00000345027
Q8NA23	ENSP00000363308
Q8NA23	ENSP00000363310
Q8NA75	ENSP00000316496
Q8NFJ9	ENSP00000317469
Q8NFJ9	ENSP00000377563
Q8NI36	ENSP00000423067
Q8NI36	ENSP00000479950
Q8TD19	ENSP00000238616
Q8TEB1	ENSP00000380142
Q8TEB1	ENSP00000380146
Q8TEB1	ENSP00000415556
Q8TEB1	ENSP00000452898
Q8TEB1	ENSP00000494282
Q8TEB1	ENSP00000493711
Q8TEB1	ENSP00000495415
Q8TEB1	ENSP00000495416
Q8WV16	ENSP00000351147
Q8WV16	ENSP00000377781
Q8WV16	ENSP00000426178
Q8WV16	ENSP00000452131
Q8WVS4	ENSP00000384290
Q8WZ60	ENSP00000341342
Q96KV7	ENSP00000293879
Q96KV7	ENSP00000322808
Q96P53	ENSP00000298125
Q96RY7	ENSP00000354895
Q96RY7	ENSP00000406012
Q9BQ87	ENSP00000328879
Q9BQ87	ENSP00000347289
Q9BQ87	ENSP00000372499
Q9BVC4	ENSP00000371888
Q9BVC4	ENSP00000380313
Q9BVC4	ENSP00000457870
Q9BVC4	ENSP00000455046
Q9BVC4	ENSP00000456405
Q9C0C7	ENSP00000318313
Q9C0C7	ENSP00000415327
Q9C0C7	ENSP00000433945
Q9C0C7	ENSP00000431926
Q9H808	ENSP00000246112
Q9H808	ENSP00000406893
Q9HBG6	ENSP00000296266
Q9HBG6	ENSP00000323973
Q9HBG6	ENSP00000324005
Q9HBG6	ENSP00000324165
Q9HBG6	ENSP00000410946
Q9HBG6	ENSP00000401569
Q9HBG6	ENSP00000422179
Q9HBG6	ENSP00000425536
Q9NRG9	ENSP00000209873
Q9NRG9	ENSP00000377908
Q9P2S5	ENSP00000270708
Q9UFC0	ENSP00000292616
Q9UJT9	ENSP00000423630
Q9UJT9	ENSP00000425184
Q9UMS4	ENSP00000227524
Q9UQ03	ENSP00000261861
Q9UQ03	ENSP00000446250
Q9UQ03	ENSP00000443819
Q9UQ03	ENSP00000454783
O14745	ENSP00000262613
O14745	ENSP00000464982
O43918	ENSP00000291582
P17936	ENSP00000275521
P17936	ENSP00000370473
Q15633	ENSP00000266987
Q15633	ENSP00000377885
Q15633	ENSP00000416077
Q9UKV8	ENSP00000220592
Q9UKV8	ENSP00000430176
Q96GD4	ENSP00000313950
Q96GD4	ENSP00000443869
Q96GD4	ENSP00000462207
Q96GD4	ENSP00000463999
Q53HL2	ENSP00000316121
Q53HL2	ENSP00000362146
P27824	ENSP00000247461
P27824	ENSP00000391646
P27824	ENSP00000424063
P27824	ENSP00000492372
P27824	ENSP00000492868
P27824	ENSP00000491760
P04040	ENSP00000241052
P50613	ENSP00000256443
P50613	ENSP00000479116
P10809	ENSP00000340019
P10809	ENSP00000373620
P05091	ENSP00000261733
P05091	ENSP00000403349
P15311	ENSP00000338934
P15311	ENSP00000356042
Q08379	ENSP00000416097
Q08379	ENSP00000478799
P49841	ENSP00000264235
P49841	ENSP00000324806
O15169	ENSP00000262320
O15169	ENSP00000346935
P35222	ENSP00000344456
P35222	ENSP00000379486
P35222	ENSP00000379488
P35222	ENSP00000385604
P35222	ENSP00000412219
P35222	ENSP00000387455
P35222	ENSP00000401599
P35222	ENSP00000409302
P35222	ENSP00000495244
P35222	ENSP00000495076
P35222	ENSP00000495719
P35222	ENSP00000496385
P35222	ENSP00000495450
P35222	ENSP00000494677
P35222	ENSP00000494411
P35222	ENSP00000494053
P35222	ENSP00000493610
P35222	ENSP00000495992
P35222	ENSP00000496180
P35222	ENSP00000495360
P35222	ENSP00000494845
P35222	ENSP00000494914
P35222	ENSP00000496021
P35222	ENSP00000493533
P68431	ENSP00000366999
P68431	ENSP00000352252
P68431	ENSP00000358160
P68431	ENSP00000484658
P68431	ENSP00000480826
P68431	ENSP00000484638
P68431	ENSP00000482271
P68431	ENSP00000483283
P68431	ENSP00000484095
P68431	ENSP00000484841
P68431	ENSP00000489282
P49321	ENSP00000255120
P49321	ENSP00000255121
P49321	ENSP00000438871
P21675	ENSP00000276072
P21675	ENSP00000362895
P21675	ENSP00000406549
P11142	ENSP00000227378
P11142	ENSP00000404372
P11142	ENSP00000437125
P11142	ENSP00000432083
O75928	ENSP00000317163
O75928	ENSP00000465676
O60684	ENSP00000362728
O00629	ENSP00000334373
O00505	ENSP00000261667
P25786	ENSP00000379676
P25786	ENSP00000414359
P20618	ENSP00000262193
O14818	ENSP00000359895
O14818	ENSP00000359898
O14818	ENSP00000359910
P62491	ENSP00000261890
P62491	ENSP00000456420
P20339	ENSP00000273047
P20339	ENSP00000411941
P51151	ENSP00000420127
P51151	ENSP00000480777
O75880	ENSP00000255390
Q7KZN9	ENSP00000016171
Q7KZN9	ENSP00000359514
P36957	ENSP00000335304
P21796	ENSP00000265333
P21796	ENSP00000378484
P21796	ENSP00000378487
O43493	ENSP00000366603
O43493	ENSP00000381312
O43493	ENSP00000387035
O43493	ENSP00000391190
P12830	ENSP00000261769
P12830	ENSP00000414946
O43707	ENSP00000252699
O43707	ENSP00000439497
O43707	ENSP00000488962
O43707	ENSP00000489220
P02679	ENSP00000336829
P02679	ENSP00000384860
P05556	ENSP00000303351
P05556	ENSP00000379350
P05556	ENSP00000388694
P08648	ENSP00000293379
P05067	ENSP00000284981
P05067	ENSP00000345463
P05067	ENSP00000346129
P05067	ENSP00000350578
P05067	ENSP00000351796
P05067	ENSP00000387483
O94806	ENSP00000234179
O94806	ENSP00000368356
P41145	ENSP00000265572
P41145	ENSP00000429706
P41145	ENSP00000430923
P41145	ENSP00000483000
P41145	ENSP00000478453
P25445	ENSP00000347426
P25445	ENSP00000349896
P25445	ENSP00000424113
P25445	ENSP00000420975
P25445	ENSP00000425159
P25445	ENSP00000422453
P25445	ENSP00000423755
P25445	ENSP00000498466
Q99683	ENSP00000351908
P46934	ENSP00000345530
P46934	ENSP00000410613
P46934	ENSP00000422705
P46934	ENSP00000424827
P55854	ENSP00000330343
P55854	ENSP00000409666
P63165	ENSP00000376075
P63165	ENSP00000376076
P63165	ENSP00000376077
O75865	ENSP00000006275
O75865	ENSP00000468612
O75865	ENSP00000468363
O75865	ENSP00000468182
P25490	ENSP00000262238
P49407	ENSP00000353124
P49407	ENSP00000409581
P25963	ENSP00000216797
O95631	ENSP00000173229
Q13098	ENSP00000302873
Q13098	ENSP00000376167
Q13098	ENSP00000462265
P61201	ENSP00000299259
P61201	ENSP00000373553
O95999	ENSP00000498104
Q14155	ENSP00000325994
Q14155	ENSP00000364875
Q14155	ENSP00000364888
Q14155	ENSP00000364891
Q14155	ENSP00000364893
Q14155	ENSP00000397068
Q14160	ENSP00000322938
Q14160	ENSP00000349486
Q14160	ENSP00000366756
P22460	ENSP00000252321
O00429	ENSP00000266481
O00429	ENSP00000350948
O00429	ENSP00000370388
O00429	ENSP00000404160
O00429	ENSP00000415131
O00429	ENSP00000448610
O00429	ENSP00000450399
O00429	ENSP00000449089
P25100	ENSP00000368766
P53778	ENSP00000215659
P53778	ENSP00000479972
P33402	ENSP00000282249
P33402	ENSP00000344874
P33402	ENSP00000431245
O15439	ENSP00000442024
O15439	ENSP00000487081
O15439	ENSP00000494609
O15439	ENSP00000494751
P48065	ENSP00000352702
P48065	ENSP00000380464
P48065	ENSP00000399136
P48065	ENSP00000444268
A6NIM6	ENSP00000340402
P81408	ENSP00000307128
P81408	ENSP00000354958
P81408	ENSP00000357352
P81408	ENSP00000458501
P81408	ENSP00000460960
P81408	ENSP00000461152
Q12959	ENSP00000345731
Q12959	ENSP00000350303
Q12959	ENSP00000376187
Q12959	ENSP00000407531
Q12959	ENSP00000413238
Q12959	ENSP00000396658
Q12959	ENSP00000391732
Q12959	ENSP00000411278
Q12959	ENSP00000398939
Q12959	ENSP00000499657
Q12959	ENSP00000499602
Q12959	ENSP00000499514
Q12959	ENSP00000499384
Q12959	ENSP00000499793
Q12959	ENSP00000499414
Q12959	ENSP00000499413
Q12959	ENSP00000499542
Q12959	ENSP00000499437
Q12959	ENSP00000499580
P85299	ENSP00000006251
P85299	ENSP00000337464
P85299	ENSP00000384848
P85299	ENSP00000480357
P85299	ENSP00000479623
P85299	ENSP00000485597
A1L4L8	ENSP00000309087
O60333	ENSP00000263934
O60333	ENSP00000366284
O60333	ENSP00000366287
O60333	ENSP00000366290
O60333	ENSP00000366297
A1A5B4	ENSP00000332788
P0C2L3	ENSP00000349336
P0C2L3	ENSP00000419867
Q96NW7	ENSP00000035383
Q96RT1	ENSP00000284037
Q96RT1	ENSP00000370322
Q96RT1	ENSP00000370325
Q96RT1	ENSP00000370330
Q96RT1	ENSP00000426632
Q96RT1	ENSP00000422015
Q96RT1	ENSP00000422766
O00192	ENSP00000263207
O00192	ENSP00000384341
Q96DL1	ENSP00000374237
Q8NHY3	ENSP00000474529
P48050	ENSP00000306497
P12814	ENSP00000193403
P12814	ENSP00000377941
P12814	ENSP00000414272
P12814	ENSP00000439828
P35609	ENSP00000355537
P35609	ENSP00000443495
Q08043	ENSP00000426797
P22459	ENSP00000328511
P67775	ENSP00000418447
P10721	ENSP00000288135
P10721	ENSP00000390987
P02786	ENSP00000353224
P02786	ENSP00000376197
P00747	ENSP00000308938
P58335	ENSP00000306185
P58335	ENSP00000314883
P58335	ENSP00000385575
Q03518	ENSP00000346206
Q03518	ENSP00000372722
Q03518	ENSP00000405356
Q03518	ENSP00000401149
Q03518	ENSP00000413080
Q03518	ENSP00000415660
Q03518	ENSP00000402316
O43889	ENSP00000342136
Q13158	ENSP00000301838
Q9NZN9	ENSP00000250087
Q9NZN9	ENSP00000370521
Q9NZN9	ENSP00000461287
Q9NZN9	ENSP00000459522
Q9NZN9	ENSP00000460827
P24390	ENSP00000329471
P24390	ENSP00000470841
P31749	ENSP00000270202
P31749	ENSP00000385326
P31749	ENSP00000384293
P31749	ENSP00000451828
P31749	ENSP00000451166
P31749	ENSP00000450688
P31749	ENSP00000497822
P23443	ENSP00000225577
P23443	ENSP00000376744
P23443	ENSP00000384335
P23443	ENSP00000441993
P15882	ENSP00000295497
P15882	ENSP00000386470
P15882	ENSP00000386741
P63010	ENSP00000483185
P63010	ENSP00000482835
P63010	ENSP00000482315
P03950	ENSP00000336762
P03950	ENSP00000381077
P01009	ENSP00000348068
P01009	ENSP00000376802
P01009	ENSP00000376803
P01009	ENSP00000386094
P01009	ENSP00000385960
P01009	ENSP00000408474
P01009	ENSP00000390299
P01009	ENSP00000416066
P01009	ENSP00000416354
P01009	ENSP00000451525
P01009	ENSP00000490054
P08069	ENSP00000497069
P84077	ENSP00000272102
P84077	ENSP00000442980
P84077	ENSP00000440005
Q15276	ENSP00000339569
Q15276	ENSP00000445408
Q99816	ENSP00000251968
P0CG47	ENSP00000304697
P0CG47	ENSP00000379178
P0CG47	ENSP00000379180
P0CG47	ENSP00000478771
O75955	ENSP00000365569
O75955	ENSP00000372873
O75955	ENSP00000373056
O75955	ENSP00000391438
O75955	ENSP00000388861
O95259	ENSP00000271751
O95259	ENSP00000492302
O95259	ENSP00000492697
O95259	ENSP00000491725
O95259	ENSP00000492513
P61626	ENSP00000261267
P36776	ENSP00000353826
P36776	ENSP00000441523
P36776	ENSP00000468541
P0DMV8	ENSP00000364802
P0DMV8	ENSP00000382915
P0DMV8	ENSP00000404524
P0DMV8	ENSP00000408907
P0DMV8	ENSP00000406359
O14727	ENSP00000334558
O14727	ENSP00000349862
O14727	ENSP00000353059
O14727	ENSP00000449791
O14727	ENSP00000448449
O14727	ENSP00000448165
O14727	ENSP00000448826
P05019	ENSP00000302665
P05019	ENSP00000337612
P05019	ENSP00000376637
P05019	ENSP00000376638
P05019	ENSP00000416811
P05019	ENSP00000494228
P61088	ENSP00000316176
O43567	ENSP00000341361
O43567	ENSP00000355268
O43567	ENSP00000376628
P42574	ENSP00000311032
P42574	ENSP00000428929
P19320	ENSP00000294728
P19320	ENSP00000304611
P19320	ENSP00000359137
P08727	ENSP00000355124
P11021	ENSP00000324173
O75608	ENSP00000320043
O75608	ENSP00000344477
O75367	ENSP00000302572
O75367	ENSP00000310169
O75367	ENSP00000424971
O75367	ENSP00000423563
P11388	ENSP00000411532
P08754	ENSP00000358867
O75146	ENSP00000253083
P08779	ENSP00000301653
P02008	ENSP00000252951
P13639	ENSP00000307940
P07910	ENSP00000404848
P07910	ENSP00000442816
P07910	ENSP00000450544
P07910	ENSP00000451291
P07910	ENSP00000450725
P07910	ENSP00000450629
P07910	ENSP00000451652
P07910	ENSP00000451176
P07910	ENSP00000452276
O43395	ENSP00000315379
P00338	ENSP00000227157
P00338	ENSP00000368722
P00338	ENSP00000379524
P00338	ENSP00000395337
P00338	ENSP00000406172
P00338	ENSP00000445175
P00338	ENSP00000445331
P00338	ENSP00000499898
P00338	ENSP00000500354
P00338	ENSP00000500953
P00338	ENSP00000500284
P00338	ENSP00000500603
P00338	ENSP00000500168
P00338	ENSP00000499977
P14174	ENSP00000215754
P14174	ENSP00000482779
P09651	ENSP00000341826
P09651	ENSP00000448617
P09651	ENSP00000447260
P09651	ENSP00000449913
P09496	ENSP00000242285
P09496	ENSP00000242284
P09496	ENSP00000379848
P09496	ENSP00000401019
P09496	ENSP00000419746
P09496	ENSP00000442869
P09496	ENSP00000437508
O60610	ENSP00000373706
O60610	ENSP00000428268
P02538	ENSP00000369317
P10412	ENSP00000307705
O43678	ENSP00000252102
O43678	ENSP00000427220
P06493	ENSP00000325970
P06493	ENSP00000362915
P06493	ENSP00000378699
O00233	ENSP00000445058
O00233	ENSP00000440485
O00233	ENSP00000443772
P07814	ENSP00000355890
O00541	ENSP00000334612
O00541	ENSP00000346725
P06730	ENSP00000280892
P06730	ENSP00000389624
P06730	ENSP00000425561
O60506	ENSP00000347380
O60506	ENSP00000358635
O15371	ENSP00000216190
O15371	ENSP00000385812
O75694	ENSP00000231498
O75694	ENSP00000371265
O43684	ENSP00000357851
O43684	ENSP00000357858
O43390	ENSP00000304405
O43390	ENSP00000363741
O43390	ENSP00000363745
O43390	ENSP00000392799
O43390	ENSP00000474437
O43390	ENSP00000489371
O43390	ENSP00000488941
O43390	ENSP00000488945
O43390	ENSP00000489252
O43390	ENSP00000489275
P02100	ENSP00000292896
P02100	ENSP00000369586
P02100	ENSP00000380104
O60493	ENSP00000230085
O60493	ENSP00000296991
O60493	ENSP00000357975
O60493	ENSP00000401779
P05198	ENSP00000256383
P05198	ENSP00000425299
P14866	ENSP00000221419
P14866	ENSP00000470231
P14866	ENSP00000489244
P14866	ENSP00000489021
P13224	ENSP00000383382
O95373	ENSP00000369042
P11940	ENSP00000313007
O43175	ENSP00000493175
O43175	ENSP00000493382
P04406	ENSP00000229239
P04406	ENSP00000380067
P04406	ENSP00000380068
P04406	ENSP00000380070
P04406	ENSP00000478864
O60231	ENSP00000365625
O60231	ENSP00000373071
O60231	ENSP00000390938
O60231	ENSP00000396193
O60231	ENSP00000389862
O60231	ENSP00000408956
O60231	ENSP00000393958
P17987	ENSP00000317334
P10768	ENSP00000367992
P17844	ENSP00000225792
P17844	ENSP00000403085
P08670	ENSP00000224237
P08670	ENSP00000446007
P07737	ENSP00000225655
P16949	ENSP00000350531
P16949	ENSP00000363409
P16949	ENSP00000382633
P16949	ENSP00000410452
P16949	ENSP00000387858
O76021	ENSP00000460871
O14776	ENSP00000296702
O14776	ENSP00000377943
O95777	ENSP00000249299
P07437	ENSP00000339001
P07437	ENSP00000373058
P07437	ENSP00000401317
P07437	ENSP00000399155
P07437	ENSP00000400663
P07437	ENSP00000406811
P07437	ENSP00000410829
P07437	ENSP00000410071
P10599	ENSP00000363639
P10599	ENSP00000363641
O00560	ENSP00000260130
O00560	ENSP00000411771
O00560	ENSP00000395351
O00560	ENSP00000409288
O00567	ENSP00000370589
P05109	ENSP00000357721
P05109	ENSP00000357722
O75477	ENSP00000384900
O75477	ENSP00000410964
O60264	ENSP00000283131
O75643	ENSP00000317123
P09874	ENSP00000355759
P15153	ENSP00000249071
P04632	ENSP00000246533
P04632	ENSP00000464849
P09211	ENSP00000381607
O75179	ENSP00000332265
O75179	ENSP00000351416
O75179	ENSP00000427151
E9PAU2	ENSP00000482486
O43633	ENSP00000310440
O43633	ENSP00000469240
O43633	ENSP00000472680
P07741	ENSP00000367615
P07741	ENSP00000397007
P11586	ENSP00000216605
P11586	ENSP00000450560
P14868	ENSP00000264161
P11717	ENSP00000349437
C9JNW5	ENSP00000420380
P18621	ENSP00000462023
P18621	ENSP00000463842
P18621	ENSP00000462385
P18621	ENSP00000462944
P18621	ENSP00000480555
P18621	ENSP00000482577
P06576	ENSP00000262030
P18124	ENSP00000339795
O00299	ENSP00000364934
O00299	ENSP00000364935
O00299	ENSP00000364940
O00299	ENSP00000372896
O00299	ENSP00000372897
O00299	ENSP00000379229
O00299	ENSP00000382926
O00299	ENSP00000382931
O00299	ENSP00000409247
O00299	ENSP00000407791
O00299	ENSP00000410965
O00299	ENSP00000407429
O00299	ENSP00000406968
O00299	ENSP00000404589
O00299	ENSP00000409979
O00299	ENSP00000401292
O00299	ENSP00000408357
O00299	ENSP00000391395
O00299	ENSP00000400532
O00299	ENSP00000412217
O00299	ENSP00000406088
O00299	ENSP00000404037
O00299	ENSP00000400280
O00299	ENSP00000413330
O00299	ENSP00000408094
O00299	ENSP00000416211
O00299	ENSP00000406335
O00299	ENSP00000398056
O00299	ENSP00000480256
O00299	ENSP00000477623
O00299	ENSP00000479808
O00299	ENSP00000479501
O00299	ENSP00000482255
O00299	ENSP00000478930
O00299	ENSP00000484581
P08865	ENSP00000346067
A5YKK6	ENSP00000320949
A5YKK6	ENSP00000413113
A5YKK6	ENSP00000456649
A5YKK6	ENSP00000455635
O43488	ENSP00000235835
P07339	ENSP00000236671
